sep=,
Seed,Name,Perfection,Ship_Launcher_TakeOffCost,Ship_Launcher_AutoCharge
77847,Conscious Jelly,1.0,-20%,Enabled
77848,Timeless Brain Node,1.0,-20%,Enabled
77849,Imagined Clusters,1.0,-20%,Enabled
77850,Impossible Brain Node,1.0,-20%,Enabled
77851,Celestial Lobes,1.0,-20%,Enabled
77852,Imagined Tendril,1.0,-20%,Enabled
77853,Impossible Jelly,1.0,-20%,Enabled
77854,Timeless Bio-Anomaly,1.0,-20%,Enabled
77855,Timeless Lobes,1.0,-20%,Enabled
77856,Imagined Bio-Anomaly,1.0,-20%,Enabled
77857,Imagined Tendril,1.0,-20%,Enabled
77858,Conscious Clusters,1.0,-20%,Enabled
77859,Conscious Coils,1.0,-20%,Enabled
77860,Celestial Clusters,1.0,-20%,Enabled
77861,Timeless Coils,1.0,-20%,Enabled
77862,Imagined Tendril,1.0,-20%,Enabled
77863,Celestial Nodules,1.0,-20%,Enabled
77864,Impossible Jelly,1.0,-20%,Enabled
77865,Celestial Coils,1.0,-20%,Enabled
77866,Celestial Coils,1.0,-20%,Enabled
77867,Imagined Jelly,1.0,-20%,Enabled
77868,Timeless Jelly,1.0,-20%,Enabled
77869,Conscious Nodules,1.0,-20%,Enabled
77870,Timeless Clusters,1.0,-20%,Enabled
77871,Conscious Tendril,1.0,-20%,Enabled
77872,Impossible Brain Node,1.0,-20%,Enabled
77873,Imagined Brain Node,1.0,-20%,Enabled
77874,Conscious Jelly,1.0,-20%,Enabled
77875,Celestial Membrane,1.0,-20%,Enabled
77876,Conscious Membrane,1.0,-20%,Enabled
77877,Imagined Nodules,1.0,-20%,Enabled
77878,Imagined Brain Node,1.0,-20%,Enabled
77879,Timeless Membrane,1.0,-20%,Enabled
77880,Celestial Tendril,1.0,-20%,Enabled
77881,Celestial Jelly,1.0,-20%,Enabled
77882,Celestial Brain Node,1.0,-20%,Enabled
77883,Timeless Membrane,1.0,-20%,Enabled
77884,Conscious Nodules,1.0,-20%,Enabled
77885,Celestial Tendril,1.0,-20%,Enabled
77886,Impossible Brain Node,1.0,-20%,Enabled
77887,Impossible Tendril,1.0,-20%,Enabled
77888,Conscious Coils,1.0,-20%,Enabled
77889,Imagined Brain Node,1.0,-20%,Enabled
77890,Timeless Clusters,1.0,-20%,Enabled
77891,Impossible Coils,1.0,-20%,Enabled
77892,Timeless Brain Node,1.0,-20%,Enabled
77893,Imagined Membrane,1.0,-20%,Enabled
77894,Timeless Coils,1.0,-20%,Enabled
77895,Conscious Clusters,1.0,-20%,Enabled
77896,Imagined Clusters,1.0,-20%,Enabled
77897,Impossible Brain Node,1.0,-20%,Enabled
77898,Impossible Membrane,1.0,-20%,Enabled
77899,Conscious Brain Node,1.0,-20%,Enabled
77900,Timeless Clusters,1.0,-20%,Enabled
77901,Imagined Tendril,1.0,-20%,Enabled
77902,Timeless Brain Node,1.0,-20%,Enabled
77903,Celestial Tendril,1.0,-20%,Enabled
77904,Imagined Jelly,1.0,-20%,Enabled
77905,Celestial Nodules,1.0,-20%,Enabled
77906,Celestial Jelly,1.0,-20%,Enabled
77907,Impossible Brain Node,1.0,-20%,Enabled
77908,Imagined Brain Node,1.0,-20%,Enabled
77909,Imagined Clusters,1.0,-20%,Enabled
77910,Timeless Tendril,1.0,-20%,Enabled
77911,Imagined Membrane,1.0,-20%,Enabled
77912,Imagined Bio-Anomaly,1.0,-20%,Enabled
77913,Conscious Bio-Anomaly,1.0,-20%,Enabled
77914,Celestial Bio-Anomaly,1.0,-20%,Enabled
77915,Conscious Lobes,1.0,-20%,Enabled
77916,Conscious Membrane,1.0,-20%,Enabled
77917,Impossible Tendril,1.0,-20%,Enabled
77918,Timeless Brain Node,1.0,-20%,Enabled
77919,Timeless Coils,1.0,-20%,Enabled
77920,Celestial Clusters,1.0,-20%,Enabled
77921,Imagined Coils,1.0,-20%,Enabled
77922,Conscious Bio-Anomaly,1.0,-20%,Enabled
77923,Celestial Nodules,1.0,-20%,Enabled
77924,Timeless Tendril,1.0,-20%,Enabled
77925,Timeless Tendril,1.0,-20%,Enabled
77926,Imagined Bio-Anomaly,1.0,-20%,Enabled
77927,Conscious Membrane,1.0,-20%,Enabled
77928,Impossible Lobes,1.0,-20%,Enabled
77929,Timeless Membrane,1.0,-20%,Enabled
77930,Timeless Clusters,1.0,-20%,Enabled
77931,Impossible Bio-Anomaly,1.0,-20%,Enabled
77932,Timeless Tendril,1.0,-20%,Enabled
77933,Conscious Bio-Anomaly,1.0,-20%,Enabled
77934,Timeless Coils,1.0,-20%,Enabled
77935,Timeless Lobes,1.0,-20%,Enabled
77936,Celestial Clusters,1.0,-20%,Enabled
77937,Conscious Membrane,1.0,-20%,Enabled
77938,Timeless Nodules,1.0,-20%,Enabled
77939,Celestial Brain Node,1.0,-20%,Enabled
77940,Conscious Bio-Anomaly,1.0,-20%,Enabled
77941,Timeless Brain Node,1.0,-20%,Enabled
77942,Conscious Tendril,1.0,-20%,Enabled
77943,Celestial Nodules,1.0,-20%,Enabled
77944,Conscious Membrane,1.0,-20%,Enabled
77945,Timeless Clusters,1.0,-20%,Enabled
77946,Conscious Membrane,1.0,-20%,Enabled
77947,Timeless Coils,1.0,-20%,Enabled
77948,Celestial Jelly,1.0,-20%,Enabled
77949,Timeless Brain Node,1.0,-20%,Enabled
77950,Impossible Tendril,1.0,-20%,Enabled
77951,Celestial Brain Node,1.0,-20%,Enabled
77952,Celestial Tendril,1.0,-20%,Enabled
77953,Timeless Brain Node,1.0,-20%,Enabled
77954,Conscious Brain Node,1.0,-20%,Enabled
77955,Conscious Clusters,1.0,-20%,Enabled
77956,Impossible Coils,1.0,-20%,Enabled
77957,Imagined Lobes,1.0,-20%,Enabled
77958,Celestial Jelly,1.0,-20%,Enabled
77959,Conscious Lobes,1.0,-20%,Enabled
77960,Celestial Jelly,1.0,-20%,Enabled
77961,Celestial Clusters,1.0,-20%,Enabled
77962,Conscious Bio-Anomaly,1.0,-20%,Enabled
77963,Conscious Coils,1.0,-20%,Enabled
77964,Conscious Nodules,1.0,-20%,Enabled
77965,Imagined Membrane,1.0,-20%,Enabled
77966,Celestial Coils,1.0,-20%,Enabled
77967,Impossible Coils,1.0,-20%,Enabled
77968,Impossible Bio-Anomaly,1.0,-20%,Enabled
77969,Impossible Clusters,1.0,-20%,Enabled
77970,Timeless Coils,1.0,-20%,Enabled
77971,Impossible Brain Node,1.0,-20%,Enabled
77972,Celestial Jelly,1.0,-20%,Enabled
77973,Imagined Nodules,1.0,-20%,Enabled
77974,Celestial Tendril,1.0,-20%,Enabled
77975,Timeless Lobes,1.0,-20%,Enabled
77976,Imagined Nodules,1.0,-20%,Enabled
77977,Impossible Clusters,1.0,-20%,Enabled
77978,Impossible Jelly,1.0,-20%,Enabled
77979,Timeless Lobes,1.0,-20%,Enabled
77980,Celestial Membrane,1.0,-20%,Enabled
77981,Impossible Tendril,1.0,-20%,Enabled
77982,Conscious Tendril,1.0,-20%,Enabled
77983,Timeless Lobes,1.0,-20%,Enabled
77984,Celestial Membrane,1.0,-20%,Enabled
77985,Imagined Bio-Anomaly,1.0,-20%,Enabled
77986,Imagined Lobes,1.0,-20%,Enabled
77987,Conscious Membrane,1.0,-20%,Enabled
77988,Conscious Lobes,1.0,-20%,Enabled
77989,Impossible Clusters,1.0,-20%,Enabled
77990,Imagined Bio-Anomaly,1.0,-20%,Enabled
77991,Timeless Membrane,1.0,-20%,Enabled
77992,Timeless Nodules,1.0,-20%,Enabled
77993,Conscious Clusters,1.0,-20%,Enabled
77994,Conscious Jelly,1.0,-20%,Enabled
77995,Imagined Nodules,1.0,-20%,Enabled
77996,Conscious Bio-Anomaly,1.0,-20%,Enabled
77997,Impossible Coils,1.0,-20%,Enabled
77998,Conscious Brain Node,1.0,-20%,Enabled
77999,Conscious Tendril,1.0,-20%,Enabled
78000,Impossible Lobes,1.0,-20%,Enabled
78001,Conscious Brain Node,1.0,-20%,Enabled
78002,Celestial Brain Node,1.0,-20%,Enabled
78003,Celestial Coils,1.0,-20%,Enabled
78004,Timeless Lobes,1.0,-20%,Enabled
78005,Impossible Coils,1.0,-20%,Enabled
78006,Imagined Lobes,1.0,-20%,Enabled
78007,Conscious Nodules,1.0,-20%,Enabled
78008,Celestial Nodules,1.0,-20%,Enabled
78009,Timeless Tendril,1.0,-20%,Enabled
78010,Impossible Tendril,1.0,-20%,Enabled
78011,Impossible Clusters,1.0,-20%,Enabled
78012,Celestial Membrane,1.0,-20%,Enabled
78013,Celestial Coils,1.0,-20%,Enabled
78014,Timeless Bio-Anomaly,1.0,-20%,Enabled
78015,Imagined Bio-Anomaly,1.0,-20%,Enabled
78016,Timeless Nodules,1.0,-20%,Enabled
78017,Imagined Clusters,1.0,-20%,Enabled
78018,Imagined Nodules,1.0,-20%,Enabled
78019,Impossible Brain Node,1.0,-20%,Enabled
78020,Impossible Nodules,1.0,-20%,Enabled
78021,Celestial Nodules,1.0,-20%,Enabled
78022,Timeless Jelly,1.0,-20%,Enabled
78023,Celestial Membrane,1.0,-20%,Enabled
78024,Imagined Tendril,1.0,-20%,Enabled
78025,Impossible Clusters,1.0,-20%,Enabled
78026,Impossible Bio-Anomaly,1.0,-20%,Enabled
78027,Celestial Coils,1.0,-20%,Enabled
78028,Imagined Clusters,1.0,-20%,Enabled
78029,Imagined Tendril,1.0,-20%,Enabled
78030,Conscious Tendril,1.0,-20%,Enabled
78031,Conscious Bio-Anomaly,1.0,-20%,Enabled
78032,Timeless Coils,1.0,-20%,Enabled
78033,Timeless Clusters,1.0,-20%,Enabled
78034,Impossible Lobes,1.0,-20%,Enabled
78035,Imagined Lobes,1.0,-20%,Enabled
78036,Imagined Bio-Anomaly,1.0,-20%,Enabled
78037,Imagined Bio-Anomaly,1.0,-20%,Enabled
78038,Imagined Jelly,1.0,-20%,Enabled
78039,Impossible Coils,1.0,-20%,Enabled
78040,Celestial Nodules,1.0,-20%,Enabled
78041,Impossible Membrane,1.0,-20%,Enabled
78042,Imagined Jelly,1.0,-20%,Enabled
78043,Impossible Clusters,1.0,-20%,Enabled
78044,Imagined Brain Node,1.0,-20%,Enabled
78045,Impossible Tendril,1.0,-20%,Enabled
78046,Imagined Brain Node,1.0,-20%,Enabled
78047,Timeless Coils,1.0,-20%,Enabled
78048,Conscious Clusters,1.0,-20%,Enabled
78049,Conscious Lobes,1.0,-20%,Enabled
78050,Timeless Bio-Anomaly,1.0,-20%,Enabled
78051,Celestial Bio-Anomaly,1.0,-20%,Enabled
78052,Impossible Jelly,1.0,-20%,Enabled
78053,Conscious Membrane,1.0,-20%,Enabled
78054,Timeless Tendril,1.0,-20%,Enabled
78055,Timeless Nodules,1.0,-20%,Enabled
78056,Impossible Lobes,1.0,-20%,Enabled
78057,Timeless Lobes,1.0,-20%,Enabled
78058,Imagined Jelly,1.0,-20%,Enabled
78059,Celestial Coils,1.0,-20%,Enabled
78060,Timeless Coils,1.0,-20%,Enabled
78061,Celestial Brain Node,1.0,-20%,Enabled
78062,Celestial Jelly,1.0,-20%,Enabled
78063,Celestial Brain Node,1.0,-20%,Enabled
78064,Celestial Clusters,1.0,-20%,Enabled
78065,Imagined Jelly,1.0,-20%,Enabled
78066,Imagined Brain Node,1.0,-20%,Enabled
78067,Conscious Bio-Anomaly,1.0,-20%,Enabled
78068,Impossible Coils,1.0,-20%,Enabled
78069,Impossible Lobes,1.0,-20%,Enabled
78070,Impossible Bio-Anomaly,1.0,-20%,Enabled
78071,Timeless Lobes,1.0,-20%,Enabled
78072,Celestial Brain Node,1.0,-20%,Enabled
78073,Timeless Clusters,1.0,-20%,Enabled
78074,Celestial Lobes,1.0,-20%,Enabled
78075,Celestial Jelly,1.0,-20%,Enabled
78076,Impossible Bio-Anomaly,1.0,-20%,Enabled
78077,Imagined Nodules,1.0,-20%,Enabled
78078,Conscious Brain Node,1.0,-20%,Enabled
78079,Celestial Membrane,1.0,-20%,Enabled
78080,Imagined Jelly,1.0,-20%,Enabled
78081,Celestial Bio-Anomaly,1.0,-20%,Enabled
78082,Imagined Clusters,1.0,-20%,Enabled
78083,Conscious Lobes,1.0,-20%,Enabled
78084,Celestial Brain Node,1.0,-20%,Enabled
78085,Timeless Tendril,1.0,-20%,Enabled
78086,Celestial Lobes,1.0,-20%,Enabled
78087,Imagined Brain Node,1.0,-20%,Enabled
78088,Imagined Coils,1.0,-20%,Enabled
78089,Celestial Tendril,1.0,-20%,Enabled
78090,Imagined Jelly,1.0,-20%,Enabled
78091,Conscious Tendril,1.0,-20%,Enabled
78092,Conscious Nodules,1.0,-20%,Enabled
78093,Celestial Lobes,1.0,-20%,Enabled
78094,Impossible Bio-Anomaly,1.0,-20%,Enabled
78095,Imagined Nodules,1.0,-20%,Enabled
78096,Celestial Nodules,1.0,-20%,Enabled
78097,Timeless Brain Node,1.0,-20%,Enabled
78098,Impossible Tendril,1.0,-20%,Enabled
78099,Impossible Bio-Anomaly,1.0,-20%,Enabled
78100,Conscious Clusters,1.0,-20%,Enabled
78101,Timeless Clusters,1.0,-20%,Enabled
78102,Celestial Jelly,1.0,-20%,Enabled
78103,Celestial Nodules,1.0,-20%,Enabled
78104,Conscious Membrane,1.0,-20%,Enabled
78105,Celestial Jelly,1.0,-20%,Enabled
78106,Celestial Bio-Anomaly,1.0,-20%,Enabled
78107,Imagined Tendril,1.0,-20%,Enabled
78108,Imagined Tendril,1.0,-20%,Enabled
78109,Timeless Clusters,1.0,-20%,Enabled
78110,Conscious Brain Node,1.0,-20%,Enabled
78111,Impossible Brain Node,1.0,-20%,Enabled
78112,Celestial Membrane,1.0,-20%,Enabled
78113,Imagined Membrane,1.0,-20%,Enabled
78114,Timeless Bio-Anomaly,1.0,-20%,Enabled
78115,Impossible Brain Node,1.0,-20%,Enabled
78116,Celestial Jelly,1.0,-20%,Enabled
78117,Timeless Lobes,1.0,-20%,Enabled
78118,Conscious Bio-Anomaly,1.0,-20%,Enabled
78119,Timeless Membrane,1.0,-20%,Enabled
78120,Imagined Clusters,1.0,-20%,Enabled
78121,Impossible Jelly,1.0,-20%,Enabled
78122,Timeless Membrane,1.0,-20%,Enabled
78123,Conscious Coils,1.0,-20%,Enabled
78124,Impossible Lobes,1.0,-20%,Enabled
78125,Conscious Tendril,1.0,-20%,Enabled
78126,Conscious Clusters,1.0,-20%,Enabled
78127,Conscious Brain Node,1.0,-20%,Enabled
78128,Celestial Bio-Anomaly,1.0,-20%,Enabled
78129,Celestial Jelly,1.0,-20%,Enabled
78130,Timeless Lobes,1.0,-20%,Enabled
78131,Timeless Brain Node,1.0,-20%,Enabled
78132,Impossible Brain Node,1.0,-20%,Enabled
78133,Impossible Tendril,1.0,-20%,Enabled
78134,Imagined Lobes,1.0,-20%,Enabled
78135,Timeless Brain Node,1.0,-20%,Enabled
78136,Celestial Tendril,1.0,-20%,Enabled
78137,Impossible Lobes,1.0,-20%,Enabled
78138,Timeless Bio-Anomaly,1.0,-20%,Enabled
78139,Imagined Bio-Anomaly,1.0,-20%,Enabled
78140,Celestial Lobes,1.0,-20%,Enabled
78141,Impossible Brain Node,1.0,-20%,Enabled
78142,Conscious Coils,1.0,-20%,Enabled
78143,Celestial Membrane,1.0,-20%,Enabled
78144,Impossible Coils,1.0,-20%,Enabled
78145,Timeless Membrane,1.0,-20%,Enabled
78146,Impossible Lobes,1.0,-20%,Enabled
78147,Timeless Tendril,1.0,-20%,Enabled
78148,Impossible Jelly,1.0,-20%,Enabled
78149,Celestial Coils,1.0,-20%,Enabled
78150,Imagined Membrane,1.0,-20%,Enabled
78151,Conscious Jelly,1.0,-20%,Enabled
78152,Imagined Membrane,1.0,-20%,Enabled
78153,Celestial Clusters,1.0,-20%,Enabled
78154,Impossible Jelly,1.0,-20%,Enabled
78155,Impossible Jelly,1.0,-20%,Enabled
78156,Impossible Lobes,1.0,-20%,Enabled
78157,Timeless Tendril,1.0,-20%,Enabled
78158,Conscious Brain Node,1.0,-20%,Enabled
78159,Impossible Coils,1.0,-20%,Enabled
78160,Imagined Tendril,1.0,-20%,Enabled
78161,Imagined Lobes,1.0,-20%,Enabled
78162,Impossible Clusters,1.0,-20%,Enabled
78163,Timeless Coils,1.0,-20%,Enabled
78164,Celestial Coils,1.0,-20%,Enabled
78165,Conscious Clusters,1.0,-20%,Enabled
78166,Conscious Brain Node,1.0,-20%,Enabled
78167,Conscious Bio-Anomaly,1.0,-20%,Enabled
78168,Timeless Tendril,1.0,-20%,Enabled
78169,Conscious Brain Node,1.0,-20%,Enabled
78170,Conscious Nodules,1.0,-20%,Enabled
78171,Conscious Brain Node,1.0,-20%,Enabled
78172,Imagined Bio-Anomaly,1.0,-20%,Enabled
78173,Imagined Brain Node,1.0,-20%,Enabled
78174,Celestial Brain Node,1.0,-20%,Enabled
78175,Conscious Coils,1.0,-20%,Enabled
78176,Timeless Coils,1.0,-20%,Enabled
78177,Impossible Coils,1.0,-20%,Enabled
78178,Imagined Membrane,1.0,-20%,Enabled
78179,Timeless Nodules,1.0,-20%,Enabled
78180,Timeless Membrane,1.0,-20%,Enabled
78181,Timeless Brain Node,1.0,-20%,Enabled
78182,Impossible Membrane,1.0,-20%,Enabled
78183,Celestial Brain Node,1.0,-20%,Enabled
78184,Conscious Membrane,1.0,-20%,Enabled
78185,Celestial Nodules,1.0,-20%,Enabled
78186,Celestial Clusters,1.0,-20%,Enabled
78187,Timeless Coils,1.0,-20%,Enabled
78188,Conscious Clusters,1.0,-20%,Enabled
78189,Timeless Bio-Anomaly,1.0,-20%,Enabled
78190,Imagined Brain Node,1.0,-20%,Enabled
78191,Timeless Brain Node,1.0,-20%,Enabled
78192,Conscious Bio-Anomaly,1.0,-20%,Enabled
78193,Timeless Tendril,1.0,-20%,Enabled
78194,Conscious Jelly,1.0,-20%,Enabled
78195,Imagined Membrane,1.0,-20%,Enabled
78196,Conscious Bio-Anomaly,1.0,-20%,Enabled
78197,Impossible Bio-Anomaly,1.0,-20%,Enabled
78198,Imagined Clusters,1.0,-20%,Enabled
78199,Impossible Jelly,1.0,-20%,Enabled
78200,Impossible Coils,1.0,-20%,Enabled
78201,Imagined Membrane,1.0,-20%,Enabled
78202,Impossible Lobes,1.0,-20%,Enabled
78203,Celestial Brain Node,1.0,-20%,Enabled
78204,Impossible Tendril,1.0,-20%,Enabled
78205,Timeless Coils,1.0,-20%,Enabled
78206,Celestial Lobes,1.0,-20%,Enabled
78207,Celestial Bio-Anomaly,1.0,-20%,Enabled
78208,Impossible Brain Node,1.0,-20%,Enabled
78209,Timeless Lobes,1.0,-20%,Enabled
78210,Conscious Clusters,1.0,-20%,Enabled
78211,Timeless Jelly,1.0,-20%,Enabled
78212,Impossible Jelly,1.0,-20%,Enabled
78213,Celestial Membrane,1.0,-20%,Enabled
78214,Celestial Coils,1.0,-20%,Enabled
78215,Celestial Nodules,1.0,-20%,Enabled
78216,Conscious Coils,1.0,-20%,Enabled
78217,Celestial Lobes,1.0,-20%,Enabled
78218,Conscious Membrane,1.0,-20%,Enabled
78219,Imagined Coils,1.0,-20%,Enabled
78220,Timeless Membrane,1.0,-20%,Enabled
78221,Imagined Lobes,1.0,-20%,Enabled
78222,Timeless Tendril,1.0,-20%,Enabled
78223,Impossible Tendril,1.0,-20%,Enabled
78224,Celestial Clusters,1.0,-20%,Enabled
78225,Imagined Clusters,1.0,-20%,Enabled
78226,Timeless Bio-Anomaly,1.0,-20%,Enabled
78227,Timeless Membrane,1.0,-20%,Enabled
78228,Celestial Tendril,1.0,-20%,Enabled
78229,Imagined Membrane,1.0,-20%,Enabled
78230,Conscious Coils,1.0,-20%,Enabled
78231,Impossible Brain Node,1.0,-20%,Enabled
78232,Conscious Jelly,1.0,-20%,Enabled
78233,Imagined Clusters,1.0,-20%,Enabled
78234,Timeless Lobes,1.0,-20%,Enabled
78235,Celestial Coils,1.0,-20%,Enabled
78236,Impossible Jelly,1.0,-20%,Enabled
78237,Timeless Tendril,1.0,-20%,Enabled
78238,Impossible Coils,1.0,-20%,Enabled
78239,Timeless Brain Node,1.0,-20%,Enabled
78240,Imagined Jelly,1.0,-20%,Enabled
78241,Imagined Brain Node,1.0,-20%,Enabled
78242,Timeless Nodules,1.0,-20%,Enabled
78243,Timeless Clusters,1.0,-20%,Enabled
78244,Impossible Brain Node,1.0,-20%,Enabled
78245,Timeless Bio-Anomaly,1.0,-20%,Enabled
78246,Impossible Nodules,1.0,-20%,Enabled
78247,Conscious Membrane,1.0,-20%,Enabled
78248,Conscious Coils,1.0,-20%,Enabled
78249,Timeless Tendril,1.0,-20%,Enabled
78250,Impossible Coils,1.0,-20%,Enabled
78251,Timeless Nodules,1.0,-20%,Enabled
78252,Conscious Membrane,1.0,-20%,Enabled
78253,Imagined Membrane,1.0,-20%,Enabled
78254,Imagined Jelly,1.0,-20%,Enabled
78255,Conscious Coils,1.0,-20%,Enabled
78256,Imagined Coils,1.0,-20%,Enabled
78257,Impossible Membrane,1.0,-20%,Enabled
78258,Timeless Tendril,1.0,-20%,Enabled
78259,Imagined Nodules,1.0,-20%,Enabled
78260,Conscious Coils,1.0,-20%,Enabled
78261,Celestial Brain Node,1.0,-20%,Enabled
78262,Conscious Tendril,1.0,-20%,Enabled
78263,Timeless Jelly,1.0,-20%,Enabled
78264,Imagined Coils,1.0,-20%,Enabled
78265,Celestial Tendril,1.0,-20%,Enabled
78266,Celestial Tendril,1.0,-20%,Enabled
78267,Timeless Lobes,1.0,-20%,Enabled
78268,Timeless Nodules,1.0,-20%,Enabled
78269,Timeless Coils,1.0,-20%,Enabled
78270,Conscious Jelly,1.0,-20%,Enabled
78271,Conscious Clusters,1.0,-20%,Enabled
78272,Impossible Jelly,1.0,-20%,Enabled
78273,Imagined Jelly,1.0,-20%,Enabled
78274,Imagined Jelly,1.0,-20%,Enabled
78275,Imagined Lobes,1.0,-20%,Enabled
78276,Imagined Tendril,1.0,-20%,Enabled
78277,Impossible Tendril,1.0,-20%,Enabled
78278,Celestial Clusters,1.0,-20%,Enabled
78279,Conscious Brain Node,1.0,-20%,Enabled
78280,Timeless Membrane,1.0,-20%,Enabled
78281,Impossible Tendril,1.0,-20%,Enabled
78282,Impossible Bio-Anomaly,1.0,-20%,Enabled
78283,Impossible Coils,1.0,-20%,Enabled
78284,Timeless Nodules,1.0,-20%,Enabled
78285,Celestial Jelly,1.0,-20%,Enabled
78286,Conscious Jelly,1.0,-20%,Enabled
78287,Impossible Coils,1.0,-20%,Enabled
78288,Timeless Brain Node,1.0,-20%,Enabled
78289,Impossible Jelly,1.0,-20%,Enabled
78290,Timeless Lobes,1.0,-20%,Enabled
78291,Conscious Lobes,1.0,-20%,Enabled
78292,Conscious Membrane,1.0,-20%,Enabled
78293,Conscious Tendril,1.0,-20%,Enabled
78294,Timeless Bio-Anomaly,1.0,-20%,Enabled
78295,Imagined Nodules,1.0,-20%,Enabled
78296,Celestial Clusters,1.0,-20%,Enabled
78297,Imagined Jelly,1.0,-20%,Enabled
78298,Conscious Bio-Anomaly,1.0,-20%,Enabled
78299,Impossible Brain Node,1.0,-20%,Enabled
78300,Timeless Lobes,1.0,-20%,Enabled
78301,Conscious Tendril,1.0,-20%,Enabled
78302,Conscious Clusters,1.0,-20%,Enabled
78303,Conscious Jelly,1.0,-20%,Enabled
78304,Celestial Tendril,1.0,-20%,Enabled
78305,Imagined Brain Node,1.0,-20%,Enabled
78306,Celestial Brain Node,1.0,-20%,Enabled
78307,Impossible Membrane,1.0,-20%,Enabled
78308,Celestial Lobes,1.0,-20%,Enabled
78309,Conscious Coils,1.0,-20%,Enabled
78310,Impossible Brain Node,1.0,-20%,Enabled
78311,Celestial Clusters,1.0,-20%,Enabled
78312,Timeless Clusters,1.0,-20%,Enabled
78313,Conscious Bio-Anomaly,1.0,-20%,Enabled
78314,Timeless Brain Node,1.0,-20%,Enabled
78315,Conscious Jelly,1.0,-20%,Enabled
78316,Imagined Lobes,1.0,-20%,Enabled
78317,Impossible Coils,1.0,-20%,Enabled
78318,Impossible Lobes,1.0,-20%,Enabled
78319,Timeless Nodules,1.0,-20%,Enabled
78320,Timeless Coils,1.0,-20%,Enabled
78321,Imagined Coils,1.0,-20%,Enabled
78322,Timeless Brain Node,1.0,-20%,Enabled
78323,Timeless Nodules,1.0,-20%,Enabled
78324,Impossible Coils,1.0,-20%,Enabled
78325,Imagined Bio-Anomaly,1.0,-20%,Enabled
78326,Conscious Bio-Anomaly,1.0,-20%,Enabled
78327,Impossible Coils,1.0,-20%,Enabled
78328,Celestial Jelly,1.0,-20%,Enabled
78329,Imagined Bio-Anomaly,1.0,-20%,Enabled
78330,Celestial Coils,1.0,-20%,Enabled
78331,Imagined Tendril,1.0,-20%,Enabled
78332,Conscious Nodules,1.0,-20%,Enabled
78333,Conscious Bio-Anomaly,1.0,-20%,Enabled
78334,Celestial Brain Node,1.0,-20%,Enabled
78335,Timeless Membrane,1.0,-20%,Enabled
78336,Conscious Membrane,1.0,-20%,Enabled
78337,Timeless Clusters,1.0,-20%,Enabled
78338,Celestial Bio-Anomaly,1.0,-20%,Enabled
78339,Timeless Nodules,1.0,-20%,Enabled
78340,Impossible Lobes,1.0,-20%,Enabled
78341,Imagined Bio-Anomaly,1.0,-20%,Enabled
78342,Celestial Jelly,1.0,-20%,Enabled
78343,Timeless Brain Node,1.0,-20%,Enabled
78344,Impossible Coils,1.0,-20%,Enabled
78345,Celestial Nodules,1.0,-20%,Enabled
78346,Impossible Clusters,1.0,-20%,Enabled
78347,Conscious Tendril,1.0,-20%,Enabled
78348,Celestial Bio-Anomaly,1.0,-20%,Enabled
78349,Conscious Coils,1.0,-20%,Enabled
78350,Impossible Lobes,1.0,-20%,Enabled
78351,Conscious Lobes,1.0,-20%,Enabled
78352,Conscious Tendril,1.0,-20%,Enabled
78353,Impossible Tendril,1.0,-20%,Enabled
78354,Timeless Nodules,1.0,-20%,Enabled
78355,Imagined Coils,1.0,-20%,Enabled
78356,Timeless Brain Node,1.0,-20%,Enabled
78357,Imagined Nodules,1.0,-20%,Enabled
78358,Imagined Coils,1.0,-20%,Enabled
78359,Imagined Tendril,1.0,-20%,Enabled
78360,Timeless Jelly,1.0,-20%,Enabled
78361,Celestial Bio-Anomaly,1.0,-20%,Enabled
78362,Impossible Clusters,1.0,-20%,Enabled
78363,Imagined Bio-Anomaly,1.0,-20%,Enabled
78364,Impossible Brain Node,1.0,-20%,Enabled
78365,Timeless Nodules,1.0,-20%,Enabled
78366,Imagined Jelly,1.0,-20%,Enabled
78367,Conscious Brain Node,1.0,-20%,Enabled
78368,Celestial Clusters,1.0,-20%,Enabled
78369,Imagined Jelly,1.0,-20%,Enabled
78370,Impossible Tendril,1.0,-20%,Enabled
78371,Timeless Jelly,1.0,-20%,Enabled
78372,Celestial Clusters,1.0,-20%,Enabled
78373,Impossible Brain Node,1.0,-20%,Enabled
78374,Imagined Nodules,1.0,-20%,Enabled
78375,Conscious Jelly,1.0,-20%,Enabled
78376,Conscious Coils,1.0,-20%,Enabled
78377,Imagined Tendril,1.0,-20%,Enabled
78378,Impossible Lobes,1.0,-20%,Enabled
78379,Conscious Brain Node,1.0,-20%,Enabled
78380,Conscious Clusters,1.0,-20%,Enabled
78381,Timeless Coils,1.0,-20%,Enabled
78382,Timeless Membrane,1.0,-20%,Enabled
78383,Impossible Jelly,1.0,-20%,Enabled
78384,Imagined Coils,1.0,-20%,Enabled
78385,Imagined Brain Node,1.0,-20%,Enabled
78386,Celestial Brain Node,1.0,-20%,Enabled
78387,Impossible Jelly,1.0,-20%,Enabled
78388,Celestial Brain Node,1.0,-20%,Enabled
78389,Impossible Coils,1.0,-20%,Enabled
78390,Imagined Lobes,1.0,-20%,Enabled
78391,Timeless Brain Node,1.0,-20%,Enabled
78392,Conscious Jelly,1.0,-20%,Enabled
