sep=,
Seed,Name,Perfection,Product_Age,Product_Basevalue
85014,Buzzing Casing,0.18736,1009,610553
85015,Repurposed Reservoir,0.07405,363,310861
85016,Blackened Compressor,0.05941,336,272126
85017,Tarnished Compressor,0.28879,838,878827
85018,Bent Board,0.04623,413,237271
85019,Weathered Belt,0.03394,380,204777
85020,Crusty Casing,0.14536,857,499478
85021,Corroded Chip,0.17343,853,573722
85022,Weathered Bearing,0.05022,317,247826
85023,Oily Inlet,0.07787,321,320948
85024,Repurposed Cog,0.16698,744,556641
85025,Experimental Pneumatics,0.63615,2488,1797576
85026,Damaged Bearing,0.03886,370,217770
85027,Pitted Cylinders,0.15637,968,528598
85028,Extraordinary Processor,0.62332,1539,1763635
85029,High-tech Processor,0.83781,1566,2330946
85030,Tarnished Cog,0.03068,231,196137
85031,Sparking Pinion,0.03439,417,205953
85032,Bent Reservoir,0.00851,303,137498
85033,High-tech Pneumatics,0.5747,2473,1635041
85034,Repurposed Actuator,0.03111,210,197294
85035,Extraordinary Pneumatics,0.82429,2919,2295190
85036,Crusty Casing,0.28648,669,872713
85037,Fused Ballute,0.04861,355,243559
85038,Damaged Plug,0.02339,353,176857
85039,Intact Accelerometer,0.59155,1809,1679593
85040,Corroded Circuits,0.08338,219,335526
85041,Blackened Compressor,0.05644,423,264286
85042,Dirty Belt,0.07457,395,312238
85043,Repurposed Sensor,0.06951,345,298844
85044,Advanced Hydraulics,0.9381,2032,2596207
85045,Greasy Booster,0.00547,375,129455
85046,Unusual Radiator,0.05062,268,248886
85047,Chewed Display,0.04805,387,242096
85048,Buzzing Circuits,0.30879,988,931735
85049,Rusty Tank,0.01267,345,148514
85050,Intact Torquer,0.6007,1951,1703812
85051,Bent Radiator,0.05776,357,267780
85052,Chewed Sprockets,0.28182,955,860398
85053,Fused Plating,0.15255,670,518494
85054,Bent Connector,0.02864,244,190745
85055,Crusty Gear,0.03542,462,208673
85056,Humming Casing,0.00778,395,135585
85057,Unusual Pump,0.0592,383,271592
85058,Humming Sensor,0.32183,861,966212
85059,Tarnished Thruster,0.25848,875,798655
85060,Greasy Sprockets,0.20753,833,663896
85061,Odd Ballute,0.05108,365,250093
85062,Water-stained Plug,0.05167,486,251661
85063,Unusual Bearing,0.30974,724,934227
85064,Sparking Radiator,0.27347,753,838317
85065,Humming Casing,0.05753,269,267164
85066,Blackened Storage Unit,0.14089,1002,487648
85067,Blackened Chip,0.05479,431,259906
85068,Odd Plug,0.04848,414,243235
85069,Experimental Pneumatics,0.71442,2915,2004590
85070,Repurposed Belting,0.02985,272,193938
85071,Crusty Bearing,0.03667,444,211985
85072,Sparking Chip,0.30501,867,921728
85073,Dirty Cog,0.04404,379,231476
85074,Greasy Compressor,0.08453,395,338565
85075,Damaged Circuits,0.01693,459,159779
85076,Weathered Valves,0.03861,486,217125
85077,Corroded Sprockets,0.14276,994,492588
85078,Bent Cog,0.06374,338,283594
85079,Extraordinary Hydraulics,0.47159,2227,1362316
85080,Dirty Inlet,0.06774,272,294178
85081,Well-preserved Pneumatics,0.96504,1800,2667451
85082,Rusty Tank,0.08664,311,344167
85083,Intricate Processor,0.64746,2049,1827492
85084,High-tech Accelerometer,0.66874,1509,1883781
85085,Experimental Accelerometer,0.55333,1516,1578515
85086,Water-stained Pinion,0.08403,393,337243
85087,Water-stained Belt,0.02119,389,171051
85088,Chewed Ballute,0.03785,284,215099
85089,Well-preserved Regulator,0.61957,1454,1753709
85090,Greasy Thruster,0.04688,246,239002
85091,Water-stained Pinion,0.0579,272,268154
85092,Corroded Ballute,0.04297,468,228651
85093,Humming Actuator,0.19509,894,630992
85094,Corroded Plating,0.07434,303,311616
85095,Intricate Hydraulics,0.5027,2032,1444598
85096,Buzzing Bearing,0.07915,409,324358
85097,Weathered Radiator,0.07062,347,301797
85098,Water-stained Radiator,0.04215,240,226490
85099,Damaged Connector,0.05363,350,256859
85100,Weathered Storage Unit,0.19744,725,637203
85101,Fused Reservoir,0.02256,358,174679
85102,Sparking Belt,0.27973,1062,854854
85103,Sparking Reservoir,0.05496,413,260377
85104,Bent Casing,0.03652,477,211585
85105,Corroded Cylinders,0.01437,226,153001
85106,Corroded Plug,0.06217,230,279423
85107,Well-preserved Pneumatics,0.53674,1630,1534629
85108,Sparking Radiator,0.05858,215,269952
85109,Corroded Reservoir,0.05169,405,251709
85110,Chewed Belt,0.01579,258,156768
85111,Odd Thruster,0.30874,791,931588
85112,Crusty Inlet,0.03147,320,198224
85113,Water-stained Belting,0.01184,434,146327
85114,Blackened Storage Unit,0.01548,355,155950
85115,Oily Storage Unit,0.0153,224,155474
85116,Pitted Bearing,0.05657,367,264613
85117,Weathered Plug,0.08375,295,336522
85118,Advanced Regulator,0.5951,1885,1688991
85119,Buzzing Bearing,0.0845,258,338487
85120,Unusual Storage Unit,0.22253,1069,703575
85121,Pitted Circuits,0.26579,961,817986
85122,Intricate Torquer,0.64938,1902,1832559
85123,Weathered Valves,0.03099,208,196966
85124,Corroded Booster,0.26913,810,826825
85125,Fused Pinion,0.28581,1099,870958
85126,Sparking Circuits,0.00604,394,130979
85127,Dirty Pump,0.2316,650,727572
85128,Tarnished Compressor,0.2105,1080,671751
85129,Well-preserved Accelerometer,0.57531,1941,1636642
85130,Fused Radiator,0.29081,830,884175
85131,Fused Sensor,0.02266,239,174938
85132,Experimental Accelerometer,0.84831,2897,2358716
85133,Dirty Gear,0.19636,718,634348
85134,Blackened Crank,0.06329,456,282392
85135,Intact Gyroscope,0.7136,1737,2002417
85136,Crusty Heat Pipes,0.0447,297,233222
85137,Pitted Display,0.05282,382,254698
85138,Oily Sensor,0.05673,395,265047
85139,Dirty Plating,0.1628,674,545599
85140,Well-preserved Torquer,0.49989,2485,1437159
85141,Odd Seal,0.22171,770,701414
85142,Bent Sprockets,0.07893,435,323760
85143,Experimental Torquer,0.84439,2182,2348339
85144,Fused Display,0.29283,817,889519
85145,Fused Thruster,0.08356,474,336005
85146,Chewed Casing,0.02121,480,171090
85147,Fused Valves,0.07286,352,307702
85148,Odd Radiator,0.02929,449,192466
85149,Weathered Ballute,0.1678,992,558822
85150,Well-preserved Accelerometer,0.75095,2894,2101208
85151,Sparking Compressor,0.15075,646,513715
85152,Damaged Crank,0.00999,467,141433
85153,Blackened Belting,0.01549,337,155973
85154,Intact Regulator,0.88369,2556,2452296
85155,Chewed Pinion,0.07446,499,311936
85156,Chewed Pinion,0.13609,1073,474956
85157,Damaged Seal,0.2204,666,697931
85158,Oily Actuator,0.01665,494,159026
85159,Bent Pistons,0.02392,369,178268
85160,Sparking Actuator,0.03966,221,219908
85161,Odd Board,0.05553,408,261878
85162,Sparking Crank,0.02147,406,171776
85163,Unusual Pistons,0.03903,389,218240
85164,Bent Belting,0.0129,302,149115
85165,Chewed Casing,0.02024,499,168542
85166,Oily Ballute,0.1365,1058,476036
85167,Dirty Chip,0.07866,317,323063
85168,Pitted Chip,0.26288,636,810301
85169,Humming Crank,0.22854,1049,719468
85170,Tarnished Seal,0.27746,929,848854
85171,Bent Sensor,0.02848,396,190339
85172,Corroded Storage Unit,0.06188,492,278670
85173,Damaged Tank,0.00013,246,115338
85174,Oily Radiator,0.03382,475,204452
85175,Corroded Chip,0.08278,208,333943
85176,Odd Casing,0.00764,485,135203
85177,Buzzing Cog,0.01003,280,141517
85178,Bent Cylinders,0.05042,297,248352
85179,Buzzing Chip,0.02993,371,194159
85180,Repurposed Ballute,0.17273,800,571867
85181,Sparking Sprockets,0.19858,863,640226
85182,Humming Display,0.05078,351,249318
85183,Weathered Cylinders,0.05833,258,269288
85184,Sparking Gear,0.30759,736,928560
85185,Corroded Tank,0.24034,1054,750684
85186,High-tech Accelerometer,0.76144,1496,2128952
85187,Intact Regulator,0.56626,1706,1612728
85188,Crusty Cog,0.05675,355,265109
85189,Odd Ballute,0.15411,1030,522620
85190,Experimental Pneumatics,0.75753,1951,2118622
85191,Pitted Ballute,0.01136,308,145056
85192,Advanced Torquer,0.93629,2628,2591423
85193,Dirty Sensor,0.00427,244,126305
85194,Blackened Bearing,0.18936,798,615849
85195,Oily Thruster,0.17774,742,585102
85196,Chewed Inlet,0.08044,270,327763
85197,Water-stained Storage Unit,0.25544,954,790620
85198,Well-preserved Gyroscope,0.98581,2133,2722389
85199,Sparking Circuits,0.05563,237,262150
85200,Fused Plating,0.28533,967,869677
85201,Sparking Plug,0.01272,250,148655
85202,Blackened Board,0.03082,438,196513
85203,Blackened Gear,0.00175,448,119640
85204,Humming Pistons,0.02583,446,183312
85205,Chewed Sensor,0.13487,1027,471728
85206,Humming Ballute,0.05211,422,252817
85207,Blackened Booster,0.13465,780,471148
85208,Weathered Plug,0.07138,231,303784
85209,Sparking Belting,0.06876,253,296856
85210,Weathered Ballute,0.01259,282,148310
85211,Intricate Pneumatics,0.76945,1738,2150143
85212,Crusty Thruster,0.05519,277,260982
85213,Humming Storage Unit,0.03755,390,214311
85214,Tarnished Pinion,0.0238,231,177951
85215,Bent Actuator,0.20925,763,668443
85216,Odd Connector,0.05165,292,251616
85217,Well-preserved Gyroscope,0.80132,1759,2234438
85218,Corroded Belt,0.00019,303,115496
85219,Fused Chip,0.16733,915,557574
85220,Pitted Connector,0.06216,384,279409
85221,Blackened Ballute,0.06089,433,276055
85222,Odd Plug,0.05279,494,254637
85223,Buzzing Heat Pipes,0.24919,763,774079
85224,Oily Booster,0.22944,983,721857
85225,Rusty Actuator,0.07803,301,321391
85226,Bent Pistons,0.14482,914,498035
85227,Well-preserved Hydraulics,0.49146,2720,1414881
85228,Tarnished Belting,0.15815,986,533292
85229,Oily Plug,0.03623,455,210826
85230,Water-stained Gear,0.24913,665,773920
85231,Greasy Sprockets,0.3152,1042,948676
85232,Repurposed Radiator,0.01414,410,152412
85233,Bent Board,0.01171,466,145984
85234,Advanced Gyroscope,0.43949,2754,1277424
85235,Oily Inlet,0.28895,903,879239
85236,Greasy Pistons,0.27504,1080,842472
85237,Rusty Compressor,0.03209,453,199874
85238,Fused Storage Unit,0.03958,261,219692
85239,Water-stained Compressor,0.27601,1080,845023
85240,Oily Circuits,0.20888,675,667469
85241,Sparking Ballute,0.06281,262,281123
85242,Rusty Plating,0.03124,457,197626
85243,Weathered Plating,0.08232,436,332731
85244,Extraordinary Accelerometer,0.45743,2805,1324865
85245,Extraordinary Regulator,0.79452,2333,2216444
85246,Unusual Valves,0.04079,366,222891
85247,Tarnished Gear,0.01853,445,164023
85248,Humming Belt,0.00239,222,121310
85249,Bent Pump,0.00666,213,132622
85250,Weathered Belting,0.07174,214,304738
85251,Well-preserved Accelerometer,0.76563,2126,2140041
85252,Odd Connector,0.06404,382,284386
85253,Rusty Belting,0.14325,988,493898
85254,Fused Casing,0.14628,681,501904
85255,Weathered Cog,0.03741,385,213946
85256,Crusty Cog,0.0733,461,308864
85257,Oily Connector,0.18141,998,594813
85258,Oily Sensor,0.03745,489,214065
85259,Dirty Sprockets,0.0059,377,130599
85260,Odd Cylinders,0.01419,308,152541
85261,Damaged Booster,0.05386,418,257453
85262,Crusty Seal,0.29,811,882039
85263,Pitted Crank,0.05564,294,262160
85264,Damaged Ballute,0.05749,210,267051
85265,Blackened Gear,0.03236,438,200596
85266,Sparking Belting,0.04039,252,221820
85267,Corroded Gear,0.0242,248,179013
85268,Unusual Ballute,0.01113,335,144426
85269,Greasy Belting,0.03866,269,217266
85270,Bent Pump,0.28611,998,871746
85271,Repurposed Connector,0.06598,484,289512
85272,Repurposed Cog,0.20159,615,648192
85273,Rusty Sprockets,0.18894,723,614740
85274,Intact Torquer,0.4485,1954,1301250
85275,Weathered Crank,0.01293,374,149190
85276,Oily Thruster,0.01512,412,154995
85277,Dirty Compressor,0.03556,350,209061
85278,Greasy Ballute,0.02502,312,181166
85279,Humming Circuits,0.02565,380,182848
85280,Pitted Radiator,0.06725,433,292880
85281,Corroded Gear,0.193,630,625470
85282,Blackened Actuator,0.16298,849,546078
85283,Bent Storage Unit,0.00063,490,116674
85284,Crusty Ballute,0.08499,430,339805
85285,Oily Connector,0.05725,426,266422
85286,Corroded Heat Pipes,0.07168,433,304577
85287,Corroded Valves,0.08099,266,329203
85288,Bent Casing,0.05073,300,249190
85289,Sparking Connector,0.00981,473,140954
85290,Odd Actuator,0.05018,367,247714
85291,Blackened Reservoir,0.07134,325,303683
85292,Greasy Plating,0.03739,300,213891
85293,Odd Casing,0.0036,410,124533
85294,Corroded Actuator,0.05508,301,260685
85295,Unusual Display,0.04499,246,233999
85296,Crusty Thruster,0.07759,319,320220
85297,Humming Radiator,0.0429,327,228462
85298,Greasy Circuits,0.06851,218,296192
85299,Sparking Gear,0.04528,378,234763
85300,Oily Display,0.08414,231,337545
85301,Blackened Crank,0.00443,306,126710
85302,Sparking Casing,0.07668,419,317816
85303,Rusty Board,0.06847,467,296106
85304,Rusty Pump,0.04824,212,242595
85305,Experimental Hydraulics,0.64099,2237,1810361
85306,Bent Valves,0.07868,224,323115
85307,Chewed Casing,0.3024,622,914825
85308,Chewed Heat Pipes,0.02397,471,178397
85309,Crusty Circuits,0.21121,1066,673648
85310,Fused Pump,0.24873,1060,772874
85311,Dirty Compressor,0.06163,417,278017
85312,Unusual Belting,0.17905,771,588573
85313,Oily Sensor,0.06395,405,284135
85314,Experimental Hydraulics,0.57107,2069,1625426
85315,Unusual Inlet,0.06296,352,281534
85316,Sparking Pinion,0.04155,445,224889
85317,Damaged Reservoir,0.07727,212,319375
85318,Repurposed Cylinders,0.15116,740,514795
85319,Crusty Booster,0.01754,472,161399
85320,Fused Tank,0.02052,298,169280
85321,Intact Accelerometer,0.58522,2715,1662866
85322,Rusty Booster,0.05265,317,254267
85323,Blackened Connector,0.01163,328,145756
85324,Fused Gear,0.02039,352,168933
85325,Corroded Compressor,0.16979,1081,564091
85326,Blackened Casing,0.13248,1097,465413
85327,Chewed Pinion,0.04174,228,225387
85328,Crusty Heat Pipes,0.07662,422,317665
85329,Rusty Reservoir,0.22962,650,722327
85330,Unusual Plating,0.04607,342,236850
85331,Damaged Gear,0.30424,705,919695
85332,Pitted Plug,0.17167,744,569054
85333,Advanced Hydraulics,0.9229,1629,2556008
85334,Sparking Storage Unit,0.02408,352,178680
85335,Advanced Processor,0.55884,2836,1593085
85336,Extraordinary Hydraulics,0.53718,2152,1535797
85337,Damaged Belting,0.03328,222,203034
85338,Repurposed Belting,0.30794,1070,929478
85339,Water-stained Display,0.16749,677,557997
85340,Well-preserved Torquer,0.89164,1791,2473320
85341,Bent Reservoir,0.1499,682,511467
85342,Crusty Cog,0.25762,953,796387
85343,Sparking Booster,0.28752,960,875463
85344,Damaged Cog,0.05675,415,265102
85345,Unusual Plug,0.01837,266,163595
85346,Tarnished Plug,0.04612,429,236973
85347,Water-stained Sensor,0.02216,216,173608
85348,Rusty Pinion,0.2013,617,647423
85349,Fused Seal,0.00559,428,129785
85350,Rusty Heat Pipes,0.0554,359,261542
85351,Experimental Processor,0.94373,2544,2611099
85352,Crusty Display,0.06021,471,274260
85353,Buzzing Pinion,0.07064,214,301831
85354,Weathered Sprockets,0.01497,491,154593
85355,Fused Actuator,0.17557,770,579367
85356,Blackened Sensor,0.06263,208,280644
85357,Well-preserved Torquer,0.79785,2904,2225252
85358,Repurposed Chip,0.14883,920,508650
85359,Greasy Heat Pipes,0.04406,459,231529
85360,Water-stained Board,0.22166,947,701284
85361,Water-stained Pump,0.2372,893,742385
85362,Experimental Torquer,0.50312,1762,1445708
85363,Water-stained Casing,0.03138,222,197988
85364,Corroded Pinion,0.05571,349,262349
85365,Fused Casing,0.01809,306,162836
85366,Bent Plating,0.20993,963,670245
85367,Damaged Tank,0.14054,875,486712
85368,Tarnished Cylinders,0.08164,391,330926
85369,Blackened Crank,0.0679,202,294597
85370,Experimental Regulator,0.62579,2299,1770176
85371,Water-stained Pump,0.03752,388,214228
85372,Dirty Casing,0.05536,483,261436
85373,Repurposed Radiator,0.04693,201,239131
85374,Repurposed Tank,0.06363,215,283284
85375,Blackened Circuits,0.15709,780,530484
85376,Blackened Pistons,0.03431,479,205741
85377,Tarnished Circuits,0.08106,425,329410
85378,Pitted Compressor,0.00386,474,125207
85379,Oily Radiator,0.04339,425,229756
85380,Weathered Board,0.00752,225,134888
85381,Repurposed Thruster,0.08314,374,334894
85382,Greasy Seal,0.0653,262,287717
85383,Unusual Valves,0.07252,230,306803
85384,Fused Chip,0.03093,450,196798
85385,Pitted Seal,0.06645,213,290747
85386,Buzzing Connector,0.08625,296,343134
85387,Pitted Tank,0.08447,397,338405
85388,Water-stained Valves,0.04288,383,228422
85389,Repurposed Actuator,0.05074,441,249200
85390,Unusual Seal,0.03236,249,200594
85391,Fused Booster,0.05207,342,252709
85392,Bent Chip,0.085,257,339825
85393,Odd Compressor,0.2059,694,659603
85394,Buzzing Crank,0.03995,369,220670
85395,Water-stained Belt,0.0863,237,343266
85396,Pitted Gear,0.14823,1087,507049
85397,High-tech Gyroscope,0.8506,2217,2364765
85398,Humming Booster,0.02189,350,172901
85399,Humming Reservoir,0.02746,365,187624
85400,Bent Sprockets,0.17197,919,569837
85401,Buzzing Heat Pipes,0.06522,445,287495
85402,Chewed Booster,0.04244,227,227259
85403,Sparking Cog,0.01142,359,145209
85404,Water-stained Belt,0.07744,485,319829
85405,Unusual Belt,0.23414,614,734285
85406,Greasy Board,0.04211,331,226377
85407,Water-stained Inlet,0.06454,343,285693
85408,Oily Pinion,0.0526,318,254113
85409,Crusty Board,0.29139,731,885698
85410,Chewed Actuator,0.08187,330,331536
85411,Damaged Heat Pipes,0.08226,499,332575
85412,Water-stained Valves,0.24903,689,773665
85413,Dirty Gear,0.27405,1062,839835
85414,Water-stained Seal,0.22866,907,719799
85415,Crusty Pistons,0.28273,847,862808
85416,Unusual Belt,0.05093,390,249705
85417,Pitted Inlet,0.19986,1093,643628
85418,Unusual Inlet,0.17208,795,570127
85419,Weathered Circuits,0.00564,264,129924
85420,Greasy Booster,0.06605,465,289709
85421,Humming Bearing,0.06279,390,281068
85422,Weathered Plating,0.05403,438,257893
85423,Chewed Display,0.01252,328,148105
85424,Damaged Thruster,0.00061,428,116603
85425,Buzzing Ballute,0.04256,409,227576
85426,Unusual Pump,0.05245,487,253724
85427,Humming Chip,0.06122,468,276915
85428,Corroded Chip,0.03557,237,209068
85429,Rusty Thruster,0.08404,397,337282
85430,Weathered Tank,0.03651,452,211559
85431,Greasy Pump,0.06764,482,293896
85432,Unusual Gear,0.00925,239,139476
85433,Blackened Ballute,0.0466,441,238244
85434,Odd Gear,0.03845,240,216709
85435,Pitted Seal,0.20098,875,646589
85436,Oily Cylinders,0.01658,298,158857
85437,Sparking Pump,0.18771,1085,611486
85438,Oily Inlet,0.07858,212,322833
85439,Experimental Accelerometer,0.686,1685,1929432
85440,Dirty Plating,0.07517,430,313810
85441,Repurposed Radiator,0.03463,271,206599
85442,Experimental Regulator,0.57601,2304,1638511
85443,Blackened Ballute,0.31654,711,952219
85444,Advanced Processor,0.81629,2623,2274015
85445,Greasy Seal,0.15425,1100,522992
85446,Chewed Plating,0.0157,492,156533
85447,Odd Crank,0.00027,262,115721
85448,Odd Radiator,0.05679,432,265206
85449,Pitted Plug,0.06975,478,299483
85450,Chewed Radiator,0.05444,296,258997
85451,Humming Chip,0.06525,472,287586
85452,Advanced Regulator,0.49727,2730,1430246
85453,Chewed Valves,0.31903,1005,958806
85454,Oily Heat Pipes,0.08117,372,329700
85455,Odd Circuits,0.02963,500,193375
85456,Dirty Pinion,0.19286,925,625104
85457,Damaged Bearing,0.02012,479,168218
85458,Extraordinary Regulator,0.79544,2568,2218871
85459,Greasy Inlet,0.06209,405,279213
85460,Bent Board,0.31772,1062,955338
85461,Sparking Booster,0.06429,420,285045
85462,Fused Compressor,0.15826,976,533583
85463,Advanced Pneumatics,0.6761,1599,1903236
85464,Damaged Connector,0.07919,201,324451
85465,Rusty Booster,0.25524,787,790100
85466,Odd Ballute,0.01053,341,142841
85467,Odd Casing,0.29982,902,907998
85468,Dirty Radiator,0.02005,435,168040
85469,Sparking Pinion,0.02655,474,185222
85470,Chewed Casing,0.13728,1046,478097
85471,Repurposed Sensor,0.25525,898,790128
85472,Bent Thruster,0.19388,861,627795
85473,Oily Valves,0.07585,293,315625
85474,Repurposed Valves,0.04333,482,229598
85475,Bent Plug,0.06433,495,285157
85476,Sparking Sensor,0.05747,204,267002
85477,Dirty Pinion,0.17566,852,579600
85478,Rusty Sprockets,0.01556,254,156161
85479,Humming Plug,0.06386,392,283912
85480,Corroded Bearing,0.07738,498,319659
85481,Bent Belting,0.15999,678,538167
85482,Tarnished Actuator,0.13867,832,481781
85483,Humming Pump,0.01614,210,157702
85484,Unusual Gear,0.05653,495,264529
85485,Intact Gyroscope,0.4435,1926,1288032
85486,Buzzing Pump,0.04539,274,235065
85487,Corroded Sprockets,0.0354,382,208618
85488,Oily Tank,0.04992,301,247045
85489,Dirty Radiator,0.313,698,942855
85490,Greasy Sensor,0.06288,332,281301
85491,Bent Connector,0.19453,838,629513
85492,Sparking Sprockets,0.00383,237,125121
85493,Corroded Sensor,0.02445,435,179657
85494,Greasy Inlet,0.00551,368,129572
85495,Bent Crank,0.14458,632,497393
85496,Advanced Regulator,0.5152,2498,1477677
85497,Unusual Board,0.27733,680,848524
85498,Humming Bearing,0.05129,470,250665
85499,Unusual Tank,0.19177,810,622220
85500,Corroded Heat Pipes,0.01882,326,164765
85501,Unusual Valves,0.1738,1078,574699
85502,Corroded Storage Unit,0.00847,278,137396
85503,Extraordinary Gyroscope,0.74797,2310,2093325
85504,Intact Torquer,0.43864,2271,1275175
85505,Buzzing Cylinders,0.05312,246,255507
85506,Odd Compressor,0.22438,1009,708473
85507,Blackened Sprockets,0.05191,207,252299
85508,Weathered Seal,0.24537,648,763973
85509,Well-preserved Pneumatics,0.92301,2934,2556293
85510,Fused Storage Unit,0.0647,425,286125
85511,Well-preserved Pneumatics,0.62438,1477,1766452
85512,Weathered Bearing,0.08315,239,334932
85513,Buzzing Belting,0.13863,1040,481667
85514,Tarnished Board,0.2922,1088,887847
85515,Sparking Sprockets,0.00647,308,132105
85516,Crusty Pistons,0.07278,259,307506
85517,High-tech Pneumatics,0.71154,1656,1996976
85518,Repurposed Inlet,0.19998,826,643943
85519,Unusual Circuits,0.07363,409,309737
85520,Pitted Reservoir,0.0747,344,312574
85521,Intact Torquer,0.95318,2200,2636100
85522,Experimental Accelerometer,0.5691,2191,1620232
85523,Odd Casing,0.0404,468,221860
85524,Pitted Sprockets,0.04819,427,242454
85525,Humming Booster,0.07656,481,317486
85526,Weathered Crank,0.01595,284,157178
85527,Water-stained Tank,0.06118,446,276828
85528,Corroded Cylinders,0.05414,274,258207
85529,Damaged Actuator,0.0047,200,127421
85530,Humming Thruster,0.2779,989,850023
85531,High-tech Torquer,0.50142,1531,1441215
85532,Sparking Plug,0.00214,453,120662
85533,Experimental Hydraulics,0.50065,1837,1439187
85534,Bent Reservoir,0.03156,369,198464
85535,Tarnished Pinion,0.07998,300,326547
85536,Rusty Tank,0.04039,437,221840
85537,Rusty Bearing,0.05536,284,261415
85538,Bent Casing,0.05285,453,254780
85539,Bent Reservoir,0.0806,252,328175
85540,Crusty Heat Pipes,0.07157,218,304308
85541,Sparking Board,0.05143,277,251036
85542,Buzzing Actuator,0.01886,462,164896
85543,Weathered Reservoir,0.03287,273,201936
85544,Weathered Plating,0.30409,1042,919293
85545,Greasy Tank,0.00855,438,137613
85546,Oily Cylinders,0.08487,279,339481
85547,Unusual Pump,0.08573,290,341752
85548,Oily Seal,0.00444,385,126744
85549,Corroded Sensor,0.06386,494,283894
85550,Blackened Pistons,0.28973,971,881317
85551,Corroded Crank,0.08483,411,339360
85552,Bent Pistons,0.04193,298,225909
85553,Buzzing Display,0.0434,301,229793
85554,Extraordinary Accelerometer,0.96962,1590,2679582
85555,Damaged Valves,0.18554,928,605730
85556,High-tech Hydraulics,0.55913,2665,1593850
85557,Pitted Cylinders,0.24058,909,751309
85558,Fused Bearing,0.00539,211,129262
85559,Bent Sprockets,0.26809,642,824088
85560,Chewed Sensor,0.06948,412,298757
85561,Rusty Board,0.05914,459,271408
85562,Sparking Display,0.27061,965,830733
85563,Blackened Ballute,0.26332,678,811457
85564,High-tech Regulator,0.45303,2583,1313241
85565,Damaged Board,0.03372,383,204180
85566,Chewed Booster,0.27985,825,855195
85567,Humming Pinion,0.06539,251,287963
85568,Oily Seal,0.20445,720,655759
85569,Unusual Board,0.01303,301,149455
85570,Well-preserved Hydraulics,0.86332,1770,2398430
85571,Rusty Belt,0.22736,674,716345
85572,Pitted Bearing,0.05402,233,257874
85573,Blackened Board,0.29712,676,900867
85574,Corroded Compressor,0.07232,403,306281
85575,Corroded Thruster,0.19898,1036,641296
85576,Odd Display,0.05673,482,265058
85577,Unusual Radiator,0.1766,631,582097
85578,Odd Compressor,0.01597,422,157244
85579,Corroded Belting,0.00633,337,131755
85580,Water-stained Seal,0.04074,314,222759
85581,Well-preserved Torquer,0.87665,2871,2433665
85582,Damaged Plug,0.08608,432,342678
85583,Rusty Inlet,0.01315,330,149770
85584,Dirty Cog,0.28539,885,869839
85585,Dirty Valves,0.2201,863,697140
85586,Damaged Plug,0.02775,284,188398
85587,Chewed Board,0.25153,914,780270
85588,Oily Gear,0.29202,716,887364
85589,Water-stained Sensor,0.26478,1090,815323
85590,Buzzing Inlet,0.00502,413,128284
85591,Water-stained Connector,0.1575,806,531565
85592,Unusual Radiator,0.23862,843,746124
85593,Bent Cylinders,0.29937,1022,906819
85594,Intact Accelerometer,0.8977,2746,2489339
85595,Repurposed Inlet,0.23167,789,727751
85596,Crusty Circuits,0.2655,782,817239
85597,Greasy Pump,0.02713,256,186769
85598,Greasy Pinion,0.01869,221,164425
85599,Pitted Circuits,0.07409,222,310956
85600,Tarnished Actuator,0.04395,292,231250
85601,Pitted Inlet,0.23605,1077,739345
85602,Sparking Board,0.22431,865,708271
85603,Weathered Inlet,0.05327,281,255901
85604,Bent Storage Unit,0.05061,225,248847
85605,High-tech Accelerometer,0.48387,2767,1394810
85606,Chewed Board,0.05886,336,270672
85607,Bent Cog,0.00194,400,120130
85608,Sparking Gear,0.24202,1097,755121
85609,Rusty Actuator,0.22326,876,705508
85610,Damaged Reservoir,0.17271,686,571805
85611,Fused Gear,0.05993,338,273504
85612,Sparking Tank,0.29231,860,888126
85613,Blackened Gear,0.00185,430,119901
85614,Humming Valves,0.07435,427,311650
85615,Humming Sprockets,0.18991,747,617290
85616,Oily Pump,0.08022,208,327175
85617,Blackened Inlet,0.02381,206,177969
85618,Crusty Bearing,0.04407,209,231574
85619,Rusty Cylinders,0.08568,372,341616
85620,Well-preserved Gyroscope,0.7219,1404,2024374
85621,Extraordinary Accelerometer,0.51813,1966,1485425
85622,Unusual Display,0.30713,716,927348
85623,Tarnished Bearing,0.22243,764,703313
85624,Weathered Chip,0.03734,500,213767
85625,Corroded Ballute,0.0167,384,159176
85626,Fused Thruster,0.07653,388,317419
85627,Unusual Belting,0.00401,388,125596
85628,Pitted Cog,0.06066,465,275452
85629,Fused Pinion,0.04273,368,228017
85630,Greasy Board,0.25466,1071,788563
85631,Damaged Pinion,0.24046,1024,750987
85632,Chewed Display,0.29281,820,889473
85633,Pitted Display,0.03737,395,213832
85634,Pitted Heat Pipes,0.25052,772,777594
85635,Advanced Pneumatics,0.61068,2711,1730208
85636,Oily Pump,0.0079,258,135882
85637,Blackened Casing,0.08281,376,334024
85638,Fused Connector,0.0517,346,251743
85639,Bent Sprockets,0.14878,600,508501
85640,Dirty Tank,0.18758,1009,611141
85641,Fused Belting,0.05059,487,248800
85642,Buzzing Gear,0.00662,207,132508
85643,High-tech Accelerometer,0.66819,1758,1882303
85644,Odd Booster,0.0835,364,335850
85645,Chewed Reservoir,0.05191,498,252285
